School ,Source,Review,,,
Stanford,GMAT Club,"Stanford is a phenomenal school with a huge diversity in student population. The people define the school, who are all highly accomplished, with different backgrounds and yet humble enough to help each other out (ofcourse there will be few exceptions to this).
Besides the traditional career path, I would say the school is also for people who want to discover themselves, are not sure what they want to do next but explore several opportunities. But its very important to be yourself and not get carried away by what others are doing.

Suggestion to future applicants would be try to showcase who you truly are then a list of resume accomplishments. Thats what sticks with the school the most. Also once you get in, don't be on cloud 9 that you are only meant to change the world. You will be happier if you still expect reality on what the job market is out there, etc",,,
Stanford,GMAT Club,"The best part about Stanford is the culture and the people. The admissions process tries to weed out anybody that is arrogant or inwardly focused. The result is a culture that is non competitive and extremely supportive. For example, your classmates can bet the best source of career leads and information on new opportunities you are exploring. I have been blown away by how much people contribute to the community (planning events, etc.).

The opportunities within tech and entrepreneurship are also incredible. With close access to VCs in the area, a number of students are involved with part-time internships or entrepreneur in residence programs. The on-campus resources for start-ups are also expansive.

The school is very tech focused. While there is something for everyone here, it has been more tech centric than I expected.",,,
Stanford,GMAT Club,"As a recent alum, I can affirm that the GSB's reputation is well-earned. Highlights include:

- Tight-knit class of nice, down-to-earth, diverse students
- Strong brand with strong career opportunities
- Beautiful location and facilities
- Interesting coursework, particularly in 2nd year (more practitioners, niche electives, ability to enroll in courses in other Stanford departments, etc.)
- Relaxed culture (grade non-disclosure, no class Wednesdays, ample vacations/breaks)
- Significant travel/international experiences
- Strong focus on soft skills (Touchy Feely, presentation skills, etc.)
- Great exposure to CEOs/executives and leaders across industries (View from the Top, Executive Challenge, class speakers, etc.)
",,,
Stanford,GMAT Club,"So far I've only been here for 4 months but it's like fantasy land! Everything is just amazing (except for the weather which has been a little chillier than I would expected, that El ninio! )
You can actually burp to get an interview with whoever you want just because of the brand. My class is amazing, I would say that less than 1% of the entire class can be classified as ""Minor jerks"". Really lots of fun with everyone. Each day you get to meet and talk with other succesful CEOs and entrepreneurs, just amazing!
The curriculum is also super cool, you have both world class GSB classes and some ""across the street"" and d.school classes that are simply amazing",,,
Stanford,Niche,"Classes are often taught by world class professors with significant knowledge and experiences about their topics. Downside is mostly about the cost involved in getting an MBA, which can be very high. However, there is great opportunity to explore a whole new world of learning, experiences, and the chance to meet with a lot of amazing people who have accomplished a lot in life!",,,
Stanford,Niche,The best part is the ability to learn alongside an incredibly diverse community and embrace the next generation of business careers. The worst part would be the inability to work full-time alongside the program.,,,
Stanford,Niche,"The GSB is an amazing place. You learn from the best in the world, alongside some of the most capable people you’ll ever meet. The core can be a but dry and course selection is complicated, but definitely a worthy investment",,,
Stanford,Niche,"For the most part, I did not find the first year core coursework to be intellectually engaging or challenging. Lots of regurgitation of case facts and highschool style activities. I went to a strong undergrad program and the quality of education did not compare. I am optimistic that the elective coursework in our second year will be better.",,,
Stanford,Niche,"Students are proactive, ambitious, sociable, and friendly. Strong focus on entrepreneurship and tech. Would have enjoyed a stronger emphasis on social responsibility and ethics.",,,
Stanford,Niche,"Stanford has been a great experience so far. I went through a bit of a rough patch early in my freshman year but once I became acclimated, I fell in love with the school and Northern California in general. Campus is absolutely beautiful and I would say that there is something going on ninety percent of the time. Most people are down to earth, good human beings who are genuine and pleasant to be around. I would like to see the dining situation change; myself and many other included believe that it is flawed and that unused dining swipes should be turned into dining dollars, portions should be larger, etc. Overall, however, Stanford is an amazing place.",,,
Stanford,Niche,"Attending Stanford has been a mix of excitement and challenges. Going to games is a blast, with plenty of sports activities. Professors are generally great but lean politically one way, limiting viewpoint diversity. As a research-focused institution, one-on-one time with professors is limited, though humanities professors are more approachable. Lecturers are decent, reflecting the research emphasis.

Campus life can be slow, so finding your group is crucial. The campus is huge and beautiful, with great weather and all necessary amenities. The social scene is limited, and Palo Alto, though affluent, is not very exciting. San Francisco and Oakland are 45 minutes to an hour away, offering more entertainment options. However, most students stay on campus due to the distance and heavy workload, contributing to the ""Stanford bubble."" Overall, Stanford offers great opportunities, but you need to find your niche to make the most of it.",,,
Stanford,Niche,"I will always love Stanford for the memories and the people I have met. Stanford, in many ways, is amazing--sunny all the time and a campus out of a magazine. What's special about attending an ""elite"" institution is the number of opportunities available--funding for projects, opportunities to travel for free, opportunities for publication, opportunities to work with leaders in your field and more. If you're looking for opportunity, you will find it at Stanford. What sucks about Stanford is probably what sucks at any other private institution in the country: change is slow, it seems like administrators don't care what students think or want, the financial aid department can ruin your day, there are a ton entitled white, rich kids here who pretend like they're not entitled, white rich kids. STEM will always have more opportunities than other fields; the influence of Silicon valley is prevalent.",,,
Stanford,Niche,"Expensive, Inconvenient – I've never tried to live off-campus but I've heard the cost is very expensive. Plus, it's very inconvenient to live off-campus, even if you have a car -- it saps a lot of time out of your day having to get to campus",,,
Stanford,Niche,"I absolutely loved Stanford—the campus is beautiful, the professors are passionate and inspiring, the students are interesting and like to have a good time, and the athletics program is one of the best in the country. The only negative for me looking back was that Stanford/Palo Alto is its own little perfect bubble, and I think I'd be missing out on personal growth and depth of life experience if I didn't choose to go somewhere more ""down to Earth"" (like Baltimore) for grad school.",,,
UChicago,GMAT Club,"Booth is a fantastic school for those who have a very clear sense of what they want to do. Between the flexible curriculum, ability to take classes in both the Harper and Gleacher center, and the strengths in a wide variety of subjects, the school is a great place for independent people and those who are naturally outgoing. However the school's strengths are also its drawbacks, namely there is not a very strong cohort system, and so one has to really go the extra mile to get to know ones classmates.

As somebody who was transitioning sectors within finance, I found that the classes and brand helped immensely. I was able to secure a private equity internship without any prior banking experience.

Advice I would give to future applicants: you should seriously consider Booth, it's a fantastic school and the ""where fun goes to die"" adage does not apply to the business school, only the undergraduate college.",,,
UChicago,GMAT Club,"Booth is a ""create your own adventure"" type business school. There's no cohort structure, and there's tons of freedom when choosing classes. This school is great for those who thrive with this unstructured academic and social approach.

The school gets all the basics right. Career services are good, and classes by and large are good. Banking, consulting, investment management and all the basic career paths are strong here. We also have private equity/venture capital too but it's a little harder to break into.

The one area which was disappointing, and why I could not give it a perfect rating, is the culture of the school. The culture isn't bad, but I do not believe it is as advertised. The school markets itself as a very intellectual, rigorous place. In my experience, there was a lot of platitudes and I never heard anything really interesting or thought-provoking. To the extent this culture exists, it's in the PhD program and academics, Booth's true strength area. The MBA program culture was pretty typical yuppie as far as I could tell.

Booth seems to have a strong presence in analytics, so if that's an area of interest the school is definitely worth checking out.

A lot of people end up having to do a ""specialized search"", meaning going for companies that do not recruit on campus. If you're looking for traditional big MBA employers like banking, consulting and tech, on-campus is fine. But most corporations, even some very large ones in the Chicagoland area, do not recruit at Booth directly. So if you're looking to work in a corporate function in Chicago post-graduation, that's something to be prepared for.",,,
UChicago,GMAT Club,"I had high expectations for Booth. The experience dramatically exceeded my expectations.

I expected to learn a ton. But the amount and pace of learning blew me away.

I expected awesome colleagues. Their deep kindness, altruism, wicked smartness blew me away.

I expected a great entrepreneurship education. I got one of the world's best entrepreneurship education and incubator programs. Super super super the real deal.

If you are looking for a program that holds your hand, Booth is not for you. At Booth, they put the weight on you to develop and drive your own experience. If you put energy into that, it's such a journey on which you'll grow more per day than anywhere else in your life.",,,
UChicago,GMAT Club,"The mantra of the University of Chicago Booth School of Business is it’s all about the idea. Students focus on generating, analyzing, comparing, and refining ideas in order to elevate them to better ideas.

The full-time MBA program consists of 20 classes plus Leadership Effectiveness and Development (LEAD). The flagship of the program is its flexible curriculum. Unlike many other top schools with lockstep first-year MBA programs, Booth does not require its MBAs to go through every class together. One key exception is the LEAD course, which all MBAs must take. However, by and large, students design a program tailored to fit their own career goals.",,,
UChicago,GMAT Club,"Every (successful) Booth applicant has likely heard about Booth's flexible curriculum, yet I can't stress enough how this ""we'll treat you like an adult and let you make your own choices"" philosophy can shape one's Booth experience. Personally, having worked in finance and completed the CFA program before Booth, I opted not to take the basic Investments and Accounting classes that would have been mandatory at peer institutions in favor of advanced finance (including PhD classes and a well-known bankruptcy/restructuring class at UChicago Law) and additional entrepreneurship coursework. I saw many classmates similarly take full advantage of the ability to pick and choose from a diverse course offerings to pursue their varied passion. This is not to say that academic is the dominant factor underlying a Booth experience; like other top MBA programs, we spent large chunks of our time exploring career options, preparing for and going through interviews, traveling, and of course, partying. But one shall not ignore how much whom you meet IN the classroom shape your MBA experience. I was fortunate to meet and become good friends with ""Boothies"" in my class as well as the classes immediately above and immediately below mine, many of which came from a wide variety of fascinating backgrounds. I became a better person because of knowing them.

Last but not least, Chicago's relatively low cost-of-living and the fact that >80% of Booth students live right in the heart of Chicago (with an easy train commute to school) mean that we all had a great time!",,,
UChicago,GMAT Club,"Depending on the area of focus/industry you are interested in, the school offers different sets of resources. For example, if you are interested in investment banking or consulting, there is a wealth of resources (current students, alumni, clubs) that are available to help pursue an internship or job in these areas. However, if you are interested in some of the less common professions like marketing or PE, then much more of the onus is put on you to guide your search. Booth still makes great efforts to help in these areas but it still lacks in comparison to others.

I would suggest coming into business school with a purpose and an idea of what industry/profession you want to pursue. Although the school does a great job of providing background in most areas, do your homework before coming in to get the most out of the resources provided. There are great social aspects that add to your experience, but not enough to justify the high price that business school costs.",,,
UChicago,GMAT Club,"Chicago Booth was extremely helpful for my career and the program fully met my expectations.

The student culture at Booth is amazing and students are very collaborative. Paying-it-forward is an important part of the mentality and students go to great lengths to help their classmates. Many students take leadership roles in student groups and help organize activities outside of school.

The academic experience is of highest quality and the flexible curriculum allows students to tailor the experience to their needs. Booth offers the option to take classes with world-class faculty but also offers opportunities for experiential learning in lab classes and internships. Students get flexibility and can choose between classes at the University of Chicago campus or at Booth's downtown Chicago facility.

Career services is highly professional and well-connected to industry. Firms recruit on-campus at modern interview facilities. All the major firms from key MBA industries (Consulting, Investment Banking, Tech) recruit talent from Chicago Booth.

Chicago is a great location for an MBA degree. The city offers all the restaurants and culture of a major city and has many interesting neighborhoods. Housing prices are affordable in comparison to other major cities with many housing options in modern high-rise apartment buildings downtown. The city is also well connected with direct flights to many cities in the U.S. and across the globe – very helpful for recruiting or leisure travel.
",,,
UChicago,GMAT Club,"I have loved my time at the school, but I wish the school had more options on the career portal and I wish that they were more proactive in assisting with the recruiting process. I am working in MBB consulting this summer, but would have been cool to explore some amazing internships via the career portal (I know that HBS has many more options). There are also some career paths (e.g. Private equity) which are nearly impossible to get from Booth.

Cirriculum and professors are first rate, as is the student body. There is a culture of helping students in the year beneath you, which I greatly appreciated when preparing for interviews. I do wish the campus were downtown - Hyde Park is not a desirable location.",,,
UChicago,GMAT Club,"Phenomenal program for investment banking (speaking from personal experience), from academic preparation to career services and student body support/guidance throughout the recruiting process
Academic/Course Selection flexibility enabled me to challenge myself (undergraduate finance/marketing major)
Greater than expected diversity of personalities, backgrounds, and thought
Amazing culture of paying it forward (more than expected)
Social flexibility to create your own unique experience by getting involved with areas of interest to you; academic flexibility encourages you to interact with different people based on the classes you choose (also leads to better integration between 1st and 2nd year students)",,,
UChicago,GMAT Club,"It has really met all of my expectations an exceeded most. My main goal was career oriented and Booth (along with all other top tier schools) offers so many opportunities in so many areas. Even in not-traditionally-Booth areas like marketing or tech, there are tremendous opportunities on campus and the booth name goes far.

I would suggest to future applicants to definitely go to Booth, specifically if you're interested in quant or math coursework. I chose to come here because I wanted to learn the hardest material if I was going to take 2 years off of work. Grade nondisclosure helps with this, and the open curriculum allows you to take whatever. Based on my internship nd conversations, it sounds like the opportunities are the same everywhere in the top 7, but Booth's real differentiator is the rigor of classes and the openness of coursework.

Professors are so hit or miss, especially in required courses. Also, 2/3 of the classes may be horse fudge (any class about leadership, any class about managerial decision making, etc). I learned this and only took classes that I needed the support to thrive, such as big data or financial time series or PHD classes. Don't pay over 6k for a class that is a glorified leadership self help book taught by a low level academic dweeb who has no real leadership skills.",,,
UChicago,GMAT Club,"A few highlights of Booth:
- Supportive (and large) student group. Focus on community and helping future Boothies via the ""pay-it-forward"" culture. This focus continues to engage students for a great experience while at Booth and continues to grow the brand.
- Incredible professors and academics on faculty
- Flexible curriculum allows you to study at your own pace and to your own interests/needs
- Most Boothies live in downtown Chicago (take the train to Hyde Park for class). A lot of fun social events, Chicago is a great city to spend your B-School years
- Career Services is highly successful and supportive in ensuring students receive both internship and full time job offers. Career focused student groups also incredibly critical to getting students placed.",,,
UChicago,GMAT Club,"I'm a first year Booth MBA student (full-time) and I will focus this brief review on the things I was surprised by the most.

1. Pay it forward culture
As a first year, the amount of support you receive from second years is astounding. For example, if you're recruiting for consulting, second years are not only willing to help you prepare, but they will actively engage you - you don't even really need to seek them out. This ""pay it forward"" mentality extends to other aspects, and it's very evident it continues when you become an alumnus. I'm looking forward to giving back by helping out first years and future students when I'm an alum.

2. Professors
Ok, so maybe it's because I had a poor undergraduate experience, but I'm blown away by some of the professors. No, basic accounting has not been revolutionized at Booth, but some/many courses have professors who are amazing presenters and who deliver cutting edge courses because they're at the top of their respective fields.

3. Career services/recruitment
I didn't expect recruitment opportunities to be so organized. If you are recruiting for the most common industries (consulting, banking, etc.) there is an incredibly sophisticated infrastructure to guide you through the process. What's more amazing is just how accessible the top firms are - once they arrive on campus, you'll get to know everybody.",,,
UChicago,GMAT Club,"The support for job search, for both summer internship and full time, is exceptional and backed by the professionals in the Career Sevices Office as well as by fellow students who volunteer through a structure support program.

The curriculum is extremely challenging and allows for extensive development of both soft skills and quant skills. The ability to study under professors such as Eugene Fama is something that I have truly enjoyed.

The students within the program are all very supportive of each other in the classroom and during the job search.

The social life is amazing. Lots of trips around the world you can sign up for as well as student groups that plan a wide range of activities around the city. For students coming with significant others, the Booth Partners Club is the best thing ever. It's a group specially designed for partners of students that organize events throughout the year. Events include fun activities to make friends and explore the city as well as job searching support for partners. This is really helpful since the student will be very busy with school and recruiting. The Partners Club makes the partners feel like they are part of the Booth B-School experience as well.

Added bonus: Living in downtown Chicago is the best. Affordable apartments compared to other large metro areas with lots to do and an endless amount of great restaurants.",,,
UChicago,GMAT Club,"Overall, Booth is a great school for those who like to think analytically. Flexible curriculum and excellent faculty are fortes. The career services is very good and is one of the few programs that let's you opt for in campus recruiting. Overall, I had a wonderful experience and it definitely helped me gain the career traction that I was looking for. Furthermore the alumni network is strong and widely spread across the globe, making it easy to look for opportunities anywhere in the world. The brand name name and reputation further helps in gaining opportunities. Feel free to reach out me if you have any questions.",,,
UChicago,GMAT Club,"Booth is a pretty incredible place, but it is a unique environment that is best suited for those who are comfortable dealing with ambiguity and driven by intellectual curiosity.

The biggest factors that made me decide to attend Booth were:

(1) The flexible curriculum: I didn't appreciate this as much until I actually got into the program; it is incredible to choose what courses to take, what professors to have, and even what days of the week you want class.
(2) Student culture: If I had to sum it up, it would be the ""pay-it-forward culture"" -- 2Ys help 1Ys more than any program I have heard of. They help with everything from selecting classes to helping with interview prep. Since you take classes together (see #1), you build deeper relationships between classes.
(3) ""Challenge everything"": this is a motto of the school and it resonates within the classroom -- if you aren't challenging someone's ideas, then you're doing them a tremendous disservice.
(4) Chicago is an awesome city: the main campus is down in Hyde Park, but 80%+ students live in downtown Chicago (the 'Loop') closer to the Gleacher Center (Chicago Booth downtown campus). It would be better if the main campus was right down town, but by everyone coming together in HP, it creates a pretty cool student experience.
(5) Brand / rankings (if I am being honest).

Even with all these high expectations, the full-time experience exceeded them in almost every capacity. The support that you receive -- from the school, from second-years, and from your classmates is incredible. They never ""get you a job"" or ""tell you what classes to take"", but they're there to answer questions every step along the way.

If there was one thing I would recommend future applicants to do -- it'd be to figure out what makes Chicago Booth unique, and really ask yourself whether or not it's a good fit for you. A lot of people simply apply to the ""top 5"" schools, but the differences in culture, curriculum, and ""focus"" (whether it is social, academic, professional, etc.) can be stark. Do the ""soul searching"" before / while you apply to schools... not after you've made the decision.

Career placement is second to none -- every major company (consulting, IB, IM, and tech) recruits on campus. If anything, I think Booth's technology placement and entrepreneurship programs are underrated to its peers.",,,
UChicago,GMAT Club,"For me Bschool is about taking two years to do what you normally wouldn't, socialize with people you would never even think to say hello to, or try a new working environment. I will readily say that Booth was not the school that felt like home to me. However, I did like the intellectual energy I felt in Harper Center, the advice I'd received from alums, and the positive endorsements about career services.

One of the questions that I am often asked about Booth from prospective students and recent admits is, ""If there are no cohorts and students live all over Chicago does Booth really have much of a community?"" I've also repeatedly read comments like, ""the flexible curriculum does not allow for bonding,"" and ""Booth is a commuter school."" So does Chicago Booth have much of a community? I think that there are two main ways to define a school's community: tight-knit and engaged. I will say upfront that Booth does not have a tight-knit community. However, I would argue that neither do schools like Kellogg and Wharton (both of which are known for having strong communities). When people say a school's students are tight-knit they often are saying that everybody knows one another. I'd argue that when any class has more than 400 students it's impossible for the students to be tight-knit by that definition. So then if a school isn't tight-knit by the above definition does that mean that it does not have a strong community? Of course not! The biggest misconception is that Booth students are dispersed all over Chicago. The fact is that over 80% of students live within a 2 mile strip of the downtown neighborhoods the Loop, South Loop, and Streeterville. Heck, over 60% of students live in three buildings that are often referred to as the dorms (Millenium Park Plaza, Columbus Plaza, MDA). Just because Booth students do not live in close proximity to the school does not mean that they don't live in close proximity to one another.

Now let me address the lack of cohorts. Technically, Booth does have cohorts. Cohorted learning is only in place for Booth's one required course, LEAD, which takes place during orientation and the first 4 weeks of the first quarter. After LEAD there are a few big cohort based activities like Golden Gargoyles and Leadership Challenge, but for the most part cohort activities are spearheaded by cohort members and the graduate business council (i.e. cohort trivia, cohort t-shirt day, etc.). Although students aren't required to be at these events there is always a very healthy turnout. I think this illustrates the beauty that is Booth. At it's core this place is an exercise in free markets. Everything is driven by students' choices and Booth students choose to be actively involved with the school. Even without the typical structures to build school loyalty and student body engagement, students are so tied to Booth we often struggle to excoriate ourselves from the ""Booth Bubble."" There is more activity going on at Booth than any person can keep track of and the majority of it is student run. Booth students choose to invest their time in making sure this community is thriving. There is an overflow of people clamoring to participate in admit weekend, career services, admissions, and more. Oftentimes these activities require hours of work and we still want to do it. I think this speaks volumes to the ties people have to Booth.

I will readily admit that although Booth has a very vibrant community it is built differently than at other schools. In allowing people to pick their classes, schedule, and professors it's very much so a choose your own adventure kind of place. Booth fosters breadth of socializing, but it's up to the individual to determine where to seek depth. One of the best consequences of this breadth is a greater sense of cohesion between the 1st & 2nd year classes. This is the very opposite of the structure at most schools where the depth of socializing is built into the program and it's up to students to seek out a wider breadth. Truth be told the breadth was difficult for me at first. I felt that I was meeting a lot of people but not really forming deeper relationships. It wasn't until ski trip when I had a week of consistent socializing with people that I started really making friends. The opportunities to really bond with people are all over the place at Booth. However, it might take a little patience and being proactive to figure out what those opportunities are for you.

I will tell any prospective student how much I love being here, but I will also say that it isn't for everybody. If you really like structure and aren't looking to try something different then Booth isn't the school for you. If you tend not to be proactive in getting to know people then you probably shouldn't be here. However, if the bevvy of choice appeals to you or you want to try a social environment that is different from what you're used to then this might could be the place for you.",,,
UChicago,GMAT Club,"I had an amazing experience at Booth. The program and culture live up to the mantras of ""Challenge everything"" and ""Independent thought"" in my experience. Personally, I was drawn to the fact that there is no one path at Booth -- you're not forced into a cohort, you're not told which classes you have to take, you're not assigned to study teams and instead, you have the freedom to chart your own course (within some guidelines of course!) and you gain much wider exposure (e.g., taking classes with 2nd years). Looking back, the LEAD course was extremely helpful and I apply those lessons about leadership and self-awareness everyday now. The student culture is very strong (and different than what many perceive) -- it's a bit different from other schools where there's a concentrated campus that everyone lives near and again, things aren't dictated for you. I was incredibly impressed by my classmates -- not just their intelligence and career drive but also their passion for traveling and experiencing the city of Chicago. I did not find it to be competitive at all - I think because of the grade non-disclosure but also in recruiting, I had so much help from my classmates.",,,
UChicago,GMAT Club,"For a career in finance, I think it's common knowledge that Booth is top. What people often don't realize is how well the school also does in marketing, tech and consulting (McKinsey, Apple and Kraft are top employers). I went the traditional finance route into investment banking and don't think there is a better choice for it ( including even Wharton). Booth bankers are all over the Street and in Silicon Valley at all the top banks, and they command a lot of respect.

Culturally, the school has really improved its atmosphere through the LEAD program and number of clubs and activities. It also allows students a great deal of independence and freedom to choose the friends and teammates they want without forcing anything (in true Friedman form). Finally you have th opportunity to live in on of the most underrated cities in the US, Chicago. It is better than Boston and Philly by a long shot and even New Yorkers enjoyed the break.",,,
UChicago,Niche,"All the basic elements of a business school were fantastic. This includes the classes, the career center, the facilities, the location, and the plethora of activities (career & fun) available at the school. If you go here, you won't be disappointed with any of the essentials. MBA students mostly go to school to get a job, and Booth does not disappoint. I will point out, however, location matters a little bit here. If you want to live in Chicago Booth is great. If not somewhere else may be slightly easier.

Why only four out of five stars? Well, the student life wasn't always perfect. There's no cohort system like other schools so its easy to get overwhelmed by the mass of people. Having grown up in Chicago, it was honestly easier to go back to the friends I had before than sort through 600 folks. And, while I was looking for an intellectual culture, it was a bit disappointing there too. Political views were uniform, and folks generally weren't intellectually curious beyond career.",,,
UChicago,Niche,"The academic environment at the University of Chicago is undoubtedly excellent. Although I haven’t officially started classes yet, various departments and institutions have already sent numerous emails inviting me to participate in informal academic activities. My peers are also very enthusiastic about academics, with several already preparing to host seminars or smaller-scale academic discussions — and as I just said, classes haven’t even officially started yet!

However, safety is a downside to the school. During my first week in Chicago, the sounds of police sirens outside my window never truly stopped. According to the campus safety app, there were six incidents of gun violence in the nearby streets on one particular day. While the areas where students typically stay are relatively safe, violent gang activity does occur just a few blocks away. Sometimes, you may need to pass through these areas when running errands or traveling, and trust me, you can never be too cautious.",,,
MIT,GMAT Club,"As a first year, I have been surprised by the sheer amount of resources and opportunities that are available to all students, such as the incredible entrepreneurial ecosystem. If you are interested in something, there will be a way for you to do it - whether it's starting your own FinTech startup through FinTech Ventures, completing an internship with a company through PM Lab, or even taking a coding class within the MIT engineering community.
Please share about the school, career services, and student life. My favorite part of the program has to be the students and my classmates - people have such diverse backgrounds and interests and are incredibly collaborate and supportive of each other, whether it's your core team doing accounting homework together, or prepping for a case interview, people are always willing to help. When I was applying for my MBA, I wanted to be part of a program that was on the smaller side and where I could become close to my cohort. With ~400 students per year, it's been a great experience always having the opportunity to meet new people, but still know a large majority of people in the class.

The professors are incredibly well-respected and leaders in their field. It's inspiring to take classes with them and become close with them, which is very common at Sloan. In addition, there are a wide selection of courses within Sloan (and across MIT and Harvard, where you are welcome to take classes as well!). Even though Sloan is not officially a ""non-grade-disclosure"" program, it's very hard to get lower than a B if you put in some effort into the class. However, I find that the emphasis on in-person classes/lack of flexibility for students missing classes for recruiting to be a surprise and an area for improvement.
",,,
MIT,GMAT Club,"MIT Sloan has been an exceptional experience and exceeded my expectations in supporting my career change from Military to Consulting.

I initially dismissed MIT in my MBA applications as too ""technical."" However, as I spoke to more people, applied, and have spent the past year here I feel that MIT excels in all technical and analytics topics while not compromising on traditional management education.

Career/Recruiting
My goal entering MIT was to enter consulting in the short term and prepare for international management in Asia. To that end, I took a broad curriculum in all management basics, with a specialization in business analytics through Sloan's new Analytics certificate. For results, Sloan's Asian Business Conference led me to intern at an outstanding Japanese company as their first ever MBA intern, and earn a full-time offer at a Management Consulting firm. I have found that the formula of my military (interpreted as high soft skills) combined with cutting-edge analytics training at MIT (about as technical as it gets in business) generates immediate interest from most executives with whom I have interviewed.

Culture:
Hands-down, Sloan has the top 2-3 cultures among all MBA programs. Students and alumni are high-quality, close-knit, ultra-supportive, and excited about Sloan. When connecting with alumni in firms or industries of interest, I have close to a 100% response rate. Culture is definitely more casual at Sloan compared to other top programs; it's very much a t-shirt/button-down results-over-appearance culture.

About professors, classes and curriculum
Strengths:
1) Access to the ENTIRE MIT ecosystem for classes.
2) Anything Analytics, Artificial Intelligence, Data Science related.
3) System Dynamics (it was invented here)
4) Operations: Logistics, Supply Chain, etc...

Management staples: Finance, Accounting, Marketing etc..are universally high quality but I wouldn't say that they are ground-breaking or a special strength.

Weaknesses:
Leadership: Limited curriculum and less focus on the students future role as leaders of large companies. In general, Sloan seems not to be viewed as a general management program.

Outstanding placement in consulting and tech. Most people (80%+) that wanted a consulting offer seemed to get at least one of their top 5 firms. That being said, MBB is still very tough here and I estimate no more than 40% of people who recruited for consulting got an MBB offer.

Tech: Amazon is the strongest tech firm on campus (around 10-20 people headed there I believe). To some degree Google (around 5 full-time offers I believe), while Facebook doesn't really come up very often. Tesla has also recently started recruiting here and will take some full-time folks.

Entrepreneurship: If you want to do a start-up or join one, the sky's the limit here. Extremely strong alumni network into startups and the Martin Trust Center for Entrepreneurship with Bill Aulet is an outstanding starting point for getting into startups.

Finance: Full Disclosure: Didn't participate in finance recruiting myself. Some of the main banks come here but finance is less popular at Sloan as a rule. For some people, this is an advantage as there is less competition for slots but there are also a few top banks that don't come here because of the smaller student body and reduced level of interest. Still, academically, there is a strong history of finance learning at Sloan and my finance oriented classmates are very satisfied with their learning.",,,
MIT,GMAT Club,"The first semester at MIT Sloan School of Management exceeded my initial expectations. What I valued the most of these first 6 months is the people I met. Everyone is extremely collaborative and supportive. If applying to consulting, there is a great community of both first and second years that will dedicate a lot of time to helping others. Another thing I loved is the innovative and technology driven culture. There is always something new going on around campus and most things are free for every student to access. ",,,
MIT,GMAT Club,"The classmates are very humble and friendly. You will work with a core team of 7 members in the first semester.

The school has a ton of resources if you want to start your own company. For the recruiting, it has a very structured process for IBD, consulting and technology. Sloan is the target school for all major consulting firms and investment banks. The competition for IBD jobs is significantly less intense than peer schools as there are less applicants.

In terms of the academic, you can choose up to 3 courses in either Harvard or other departments from MIT. And the one-semester core really helps me to customize my MBA experience.",,,
MIT,GMAT Club,"MIT Sloan is the business school for people who have hesitations about joining an environment of Type A, hyper-competitive students -- something business schools have unfortunately become known for. This is supported by three driving forces:

1) Admissions intentionally selects to create a down-to-earth culture
2) No strong requirement (but introspection still required!) to know your career path post-MBA
3) Sloan is always humbled by the engineering presence in the entire context of MIT

Starting with the culture, the famous Rod Garcia, who has led the MIT Sloan admissions team for longer than almost any other business school, is known and highly respected for his ability to pick the right candidates to fill the seats at MIT Sloan. The result is a cohort of humble (instead of proud), collaborative (instead of competitive) and accomplished (although you wouldn't know it if you met them at a party) students. This means, despite lack of non-grade disclosure, the cohort is more than willing to share with everyone else, maximizing learning and development opportunities for everyone. The cohort is encouraged to be proud of being the best ""team"" material, based on the thesis that teams, not individuals, are what drive business and action in the real world.

In an environment that does not start with a facetious post MBA goal, everyone is encouraged to take risks, with no baggage or excuses, further contributing to the shared struggle and culture described above.

In a way, this culture is necessary, in an environment such as MIT that is so dominated by the engineering schools, who will always remain skeptical of the business school students. The culture goes a long way in connecting these faculties, and can claim to have one of most well integrated entrepreneurship centers, reaching across Sloan and engineering rather than in individual silos.

However, this culture does not come without its opportunity costs. While the focus is internal, and maximises the enrichment of the student cohort, it does not perform as strong at representing and boasting its advantages to the public. As a result, Sloan probably ranks 1-3 spots below where it belongs on most business school rankings, if that matters to you. But it doesn't seem to matter to the students who apply and are ultimately accepted into Sloan's collaborative culture.

The one-semester Core is a great common bonding experience for the whole class, and is brief enough to provide space for 3 semesters of electives. However, the challenge of staffing the core subjects with enough high quality lecturers diminishes the experience of Core subjects. This is in stark contrast to my experience with elective subjects, which have a very high quality. Part of this challenge could be mitigated by streaming students or allowing waivers from certain subjects -- for example, all students need to take economics, accounting or statistics even if they have majored in it.
",,,
MIT,GMAT Club,"Two things have made my experience at Sloan great: 1) the fantastic culture embodied by the student community and 2) the variety of interests and expertise available at MIT.

Students here take their learning seriously but don't take themselves too seriously. You will find that there are few if any ""hidden agendas"" when it comes to collaboration and group work. People are genuinely interested in your personal experiences and look to learn from their peers.

Additionally, there's a lot of cool stuff happening at MIT. I don't think this needs much explanation. What's even better is that there's a constant push to commercialize all this cool shit, so the entrepreneurship environment is hopping and there's a lot of seed money to be spent with very low hurdles for grants.",,,
